Plot,Title,imdbVotes,Poster,imdbRating,Genre,imdbID,Year,Language
"Inspired by actual events, Dorner: Manifesto for Murder, takes you through the twists and turns of one of the most talked about manhunts in US history -- the pursuit of ex-cop Christopher Dorner. Learn the story of this murdering outlaw who seemed to travel at will around Los Angeles, even after a $1,000,000 bounty was placed on his head. See how one man -- a psychopathic killer to some, an innocent victim trying to clear his name to others -- took California on a ride that fascinated the entire country. The dramatic events of February 2013 are explored, and conspiracy theories are both proposed and exposed. Starring Jay Jee as Chris Dorner, Melissa Ricci, and Adrian Bustamante, you'll discover what happens when one man holds an entire city hostage, and that city decides to fight back. You'll be presented with the story of a hero, of desperate pursuits for easy money, a media gone wild, and a massive police cover-up. Finally, you'll meet the true vigilante whose justice rained down with a fury that only love could inspire.",Dorner Manifesto for Murder,2718,N/A,87,"Action, Thriller",tt3014950,2014,English                  
"Matt and Anna are a young couple, about to set out on their first trip together. On the eve of their departure, Matt's estranged friend Nick shows up on the doorstep, drunk and distraught. Concerned for his welfare, Matt and Anna reluctantly invite Nick along and the three of them set out to Big Sur. Their views on love, loss and relationships are put to the test.",Land of Fire,2718,N/A,87,"Adventure, Comedy, Drama",tt3272104,2014,English                  
When bodyguard Chava de la Cruz takes on a client with a satchel full of secrets she is forced to choose between protecting her family or rescuing a shipment of girls.,Splashed,2718,http://ia.media-imdb.com/images/M/MV5BMzA1NDM5OTQzMF5BMl5BanBnXkFtZTgwMTQyMzk3MTE@._V1_SX300.jpg,87,"Action, Drama",tt3577318,2014,English                  
"When straight-laced warehouse manager Ryan Lai begins to investigate a mysterious missing bag of rice, he follows a trail into the depths of Singapore's underworld, where he discovers a shocking truth about his boss, his company, and the entire city of Singapore. With his eyes open for the first time in his life, Ryan realizes that he is a pawn in a very dangerous game, and his next move could have dire consequences for everyone involved.",Fragrant Rice,2718,N/A,87,"Crime, Drama, Romance",tt3414712,2013,English                  
"This action packed sequel to the original ""Atlanta HEAT"" 2012 embarks on Detective Sadie Parks (Jarneen Brown) and the team of undercover detectives efforts to get the drugs off the streets of Atlanta. Sadie has engaged in both sides of the fence and has such compromised the team. Her Chief (Jeanine Chait) must create a diversion from internal affairs. A must see action drama packed with HEAT!",Atlanta Heat 2,2718,http://ia.media-imdb.com/images/M/MV5BMTExNzUyMjMzNTZeQTJeQWpwZ15BbWU4MDYxNDQzMjEx._V1_SX300.jpg,87,"Action, Crime, Drama",tt3532606,2014,English                  
"'The Reluctant Detective' revolves around Bennett Stephens, a well-known television actor on a popular Cable-TV crime show. While on vacation, Bennett gets entangled, with the insistence of his wife Kelly, in trying to solve a double homicide. Along the way Bennett meets many friends, foes and colorful characters. Bennett is assisted not only by his wife, but by his new friend Fish, a street wise but gentle hearted gangster, who is also visiting the town on vacation. Bennett must rise to the challenge of trying to crack the case!",The Reluctant Detective,2718,N/A,87,"Comedy, Crime, Drama",tt3272168,2014,English                  
A comic book creative team struggles to launch their own comic venture and learn to work with each other under new circumstances.,Wander My Friends,2718,N/A,87,"Comedy, Drama",tt2945762,2014,English                  
An undercover police detective infiltrates an organized crime operation. Once inside he discovers the boss of the operation is a childhood friend from the neighborhood.,Friends from the Neighborhood,2718,http://ia.media-imdb.com/images/M/MV5BMTQ3NTc2NjY4NF5BMl5BanBnXkFtZTgwMTAzODk4MDE@._V1_SX300.jpg,87,"Action, Crime, Drama",tt3127560,2014,English                  
"Max is an ex-con who's been saving money to open a car wash in Pittsburgh. Lionel is a sailor who's returning home to the midwest to see the child born while he was at sea. They form an unlikely pair as the brawling Max learns a little how Lionel copes with the world: Lionel believes that the scarecrow doesn't scare birds, but instead amuses them - birds find scare-crows funny.",Scarecrow,2631,http://ia.media-imdb.com/images/M/MV5BMTQzNzA4NzI0NF5BMl5BanBnXkFtZTgwMTk4MzgxMTE@._V1_SX300.jpg,63,Drama,tt0070643,1973,English                  
"Two brothers live together in a beach town get involved with the same girl unknowingly. But it is only when the younger, a day-to-day 28 year old man denies his brother financial help that their relationship deteriorates. Eventually their involvement with the girl unveils.",Two Brothers and A Girl,2718,N/A,87,Drama,tt3381982,2014,English                  
"Set in the desert of southwest Nevada, 'Holding Lucid' is a post-apocalyptic, dramatic thriller. After a series of horrifying events, a tracker pursues and captures a cannibal, then sets about to change his way of thinking. Representing good and evil, they are both very intelligent men who each have solid, intellectual reasoning to justify their approaches to life.",Holding Lucid,2718,N/A,87,"Adventure, Drama",tt4015608,2014,English                  
"The film takes place in the winter of 1944 in a Nazi occupied concentration camp in Poland. Three survivors- Eli, Yaduik, and Zigney have managed to escape the madness of the concentration camp evacuations and death marches and remain hidden inside their barrack. Too terrified to go outside, the three of them wait for someone or something, to come. The Muselmann is a gritty Holocaust realism depicted through the narrow eyes of two survivors. At it's heart, the film is a horror-scape, a dialog of symbols, images, and emotions that underscore the Holocaust themes of dehumanization, isolation, brutality, and loss of faith. Embodying these qualities is Zigney, a frail remnant of a man, who haunts Eli and Yaduik, and reminds both of their fading humanity and impending fate.",The Muselmann,2718,http://ia.media-imdb.com/images/M/MV5BMTkwNDQ1MTM5MV5BMl5BanBnXkFtZTgwNjYwMjIzMDE@._V1_SX300.jpg,87,"Drama, History, War",tt3182898,2014,English                  
"""African Time"" is a phrase used to describe the relaxed attitude that many Africans exhibit towards time. It seems to have become a part of African culture in that most African events tend ...",African Time,2718,http://ia.media-imdb.com/images/M/MV5BMTk2Mjc5NjAyOV5BMl5BanBnXkFtZTgwMTM1MDczMjE@._V1_SX300.jpg,87,Comedy,tt2584630,2014,English                  
Filmmaker crosses Sahara following African migrants. Filmmaker's accused of espionage and sent to prison.,Europe or Die,2718,N/A,87,Adventure,tt3713498,2014,English                  
Robey the Robot is a comedy about a bumbling homemade robot who must prove himself worthy to his hypercritical new owner and stoner friends or risk being erased forever.,Robey the Robot,2718,N/A,87,Comedy,tt4172398,2014,English                  
Lee John Ain't Dead No More,Leo John Aint Dead No More,2718,N/A,87,Drama,tt3822004,2014,English                  
"'Brad's Untitled...' is a wild comedy that is really 8 films in one. It all takes place in a restaurant in a twenty-minute real time. However, during each section we see the other films in the background. With a rewind and a time stamp, we see how the background of one film becomes the lead of another over 90 minutes. The style is built by using one main camera and a dozen hidden cameras that creates a truly unique tapestry of visual storytelling. It all ties together when the audience learns that one person set all of this up for a very funny, but cruel practical joke. It was shot in 3 days for $15K, using 5 diverse directors and the actors from PAI Training.",Brads Untitled Restaurant Project,2718,http://ia.media-imdb.com/images/M/MV5BMjM2MDQxMTg1OV5BMl5BanBnXkFtZTgwOTE2NjM4MzE@._V1_SX300.jpg,87,Comedy,tt4102502,2014,English                  
"Innocent rodeo cowboy Bo falls in love with cafe singer Cherie in Phoenix. She tries to run away to Los Angeles but he finds her and forces her to board the bus to his home in Montana. When the bus stops at Grace's Diner the passengers learn that the road ahead is blocked. By now everyone knows of the kidnapping, but Bo is determined to have Cherie.",Bus Stop,2324,http://ia.media-imdb.com/images/M/MV5BMTkyMzAwMTIzMV5BMl5BanBnXkFtZTcwODkzMjMyMQ@@._V1_SX300.jpg,57,"Comedy, Drama, Romance",tt0049038,1956,English                  
"A struggling musician journeys into his past, floating between dreams and reality, life and death.",The Gilded Meadow,2718,http://ia.media-imdb.com/images/M/MV5BMTY2ODczMDU4OF5BMl5BanBnXkFtZTgwNDYxMjU5MzE@._V1_SX300.jpg,87,"Drama, Music",tt4327290,2014,English                  
"Step into the mind of Charlotte Sullivan, an eternally optimistic puppeteer with the odds against her. She lives in her own world of candy coated catastrophes and make-believe mishaps that cause her to question her goals and even her sanity.",Meeting Molly,2718,N/A,87,"Comedy, Romance",tt3136232,2014,English                  
Welo wins the lottery and buys Amanda a production company that produces a cable hunting show for her wedding gift. Welo disappears on their honeymoon leaving Amanda to run the show by herself .she make some dubious choices and the whole crew is affected ending up with some of the most unusual love affairs that are out of this world,Huntin Bigfoot,2718,http://ia.media-imdb.com/images/M/MV5BMTk5NDQ3OTkzNl5BMl5BanBnXkFtZTgwOTUwODM4MTE@._V1_SX300.jpg,87,Comedy,tt3712576,2014,English                  
"A story of a teenage girl in search of a miracle. An orphan, left in the care of her aunt and uncle, 'Dee' has struggled to fit in. After a brush with the law, 'Dee' along with the help of her best friend 'Tee', decides to head for Emerald, Texas to meet a radio pastor who promises miracles. Along the way she finds friends, strength and empowerment... all from within.",Emerald Texas,2718,N/A,87,Drama,tt4236524,2014,English                  
"When their friend gets shot two Millennials, Aiden and Tony, take it upon themselves to find out why. As they scour the various social scenes their inner circle drifts farther apart. While Aiden's quest for vengeance leaves him blind to the needs of his friends Tony's guilt forces him to stay along for the ride. New friends, drugs, and violence all get in the way of the truth. With a detective one step behind and the local gangs one step ahead it's hard to tell who will survive the week, or if revenge even really matters.",Dark Sky Blue,2718,N/A,87,Drama,tt4126936,2014,English                  
"Following a family tragedy, a young woman returns to her dysfunctional home for one last look.",Last Look,2718,http://ia.media-imdb.com/images/M/MV5BNTg2ODE1NDc1Ml5BMl5BanBnXkFtZTgwMTAxNjU0MDE@._V1_SX300.jpg,87,"Horror, Mystery, Thriller",tt2265409,2014,English                  
"Tyler wakes up from an accident with no memory of his past life. His reluctant brother takes on the task of not only reintroducing him to world, but also protecting him from his past problems that won't seem to go away.",The Knights of Shame,2718,N/A,87,"Crime, Drama, Thriller",tt2798182,2014,English                  
"After time spent in a clinic, a mother returns home to tell the family she's leaving but tragically ends up choking to death on an olive. This Vincent can't handle, so he decides to move away after the passing of his mother. A year later sister Lucy is left to care for father who now suffers from dementia and still believes mother is alive. Lucy calls on Vincent for help, whilst trying convince father that mother's gone, she falls to her death. Holidaying in Greece, Vincent meets Marcus and is introduced to Sophia with whom he falls in love but happiness for Vincent seems to elude him when Sophia decides to leave and a stray bullet from Marcus's gun almost ends his life.",Lost Existence,2718,N/A,87,Drama,tt3315992,2014,English                  
A story about a young businessman-to-be / would-be painter Johnny Love and his chance encounter with train-hopping hippie girl Jessy Wilder.,Dont Fall in Love,2718,http://ia.media-imdb.com/images/M/MV5BMjMyNzYyMTc1OV5BMl5BanBnXkFtZTgwNDMzOTQ2MTE@._V1_SX300.jpg,87,"Comedy, Drama, Romance",tt2733432,2014,English                  
"A nameless psychopath who videotapes the horrific murders of beautiful, young women discovers that he may actually be a character in someone else's snuff film.",Watch Me Die,2718,N/A,87,Horror,tt3150700,2014,English                  
"Voyage to Hoh takes a woman and man on a 3-week, 3000-mile journey from New York to the Hoh Rainforest in Washington State. As the familiar recedes, and Hoh approaches, what will their love become?",Voyage to Hoh,2718,N/A,87,Drama,tt3773578,2014,English                  
An unmarried woman becomes convinced she's being attacked by a demonic entity after her carefully cultivated life collapses around her.,Blood Runs Black,2718,N/A,87,"Horror, Thriller",tt4049312,2014,English                  
"'Roma Vendetta' is the world's FIRST narrative feature film made from actors' auditions. Their monologues are tied together to tell a quirky, black-comedy about a director who suffers from Multiple Personality Disorder and is being stalked by a hit-man while making a vampire movie in Rome. What ensues is a cat and mouse battle over sanity and justice between the hit-man, the Director and his alternate personality.",Roma Vendetta,2718,N/A,87,"Comedy, Drama",tt4132148,2014,English                  
"Moments the Go is the existential nightmare of Clive Runnels (Nick Yedinak), as he seeks to correct a swerving life trajectory amid a breakup, his band collapsing, and the new responsibilities of an all-consuming blue-collar roofing job. Fever, his promiscuous younger girlfriend (Jamie Teer) tests her yearning for wilder direction just as Clive accepts a position in charge of his fellow roofers who are out to make his life hell. A poet and neighbor (Robert Salas) attempts to lend support, along with Clive's boss(Roschell Lloyd), but even these angels manage to fall from grace. The story veers when Clive stands up for himself, punching out his relentlessly taunting co-worker (David Yow). What follows is an unexpected trip through this surreal, cinematic poem.",Moments the Go,2718,http://ia.media-imdb.com/images/M/MV5BNzUxNjI5MjA0M15BMl5BanBnXkFtZTcwNTk5NjUzOQ@@._V1_SX300.jpg,87,Drama,tt2759988,2014,English                  
Two ace detectives stalk a psychotic crime lord in the urban jungle of Africa's most populous city,Render to Caesar,2718,http://ia.media-imdb.com/images/M/MV5BMTk5MjY5MjExMV5BMl5BanBnXkFtZTgwNTEwNzA0MDE@._V1_SX300.jpg,87,"Crime, Drama",tt2949578,2014,English                  
"When a mysterious man stops a world wide storm with the swipe of his hand, life as we know it changes, and the source of his divine power must be found before humanity self destructs.",Feast of the Body,2718,N/A,87,"Drama, Thriller",tt4076344,2014,English                  
"A young man hikes into the wilderness of Joshua Tree National Park, navigates a labyrinth of sensually carved stone and jagged desert flora, and emerges in a remote valley. He makes camp and begins photographing the exquisite and surreal landscape, until glimpsing a woman camped nearby. The man gradually succumbs to the woman's brazen sexuality, shedding his worldly anxieties and inhibitions, and unearthing desires that both terrify and transform him. Their erotic and richly metaphorical dance, choreographed in long takes with minimal dialogue, culminates in a startling climax. Using an innovative cinematic language, this film strives to restore the sacred aspect to sexuality, remind us of the forgotten power of femininity, and gaze deeply into the primal beauty of nature.",Garden of Carnivorous Plants,2718,N/A,87,"Drama, Romance",tt3773188,2014,English                  
Babydills and Babykins find out what love means while struggling to film a documentary about Tarot.,Tarot A Documentary Love Story,2718,N/A,87,"Comedy, Drama, Romance",tt3415324,2014,English                  
"Nora Denucci lives a simple life selling flowers. One day she is told that she's the heir to a corporation, only she doesn't know how or why. She tries her best to adapt with the help of Claire Bloom, the company's CEO. Nora then meets James Rivoli, the company's industry rival who makes Nora self confident about her credentials and even more, who she is. As far as Nora knows, she's been an orphan and lived her life with an old woman. Still, who really is she and how is she connected to this Company? This is the story of what happens 'after' the music ends.",Symphony Dark,2718,N/A,87,"Comedy, Drama, Romance",tt3037950,2014,English                  
"A video store clerk who dreams of making movies decides to write and direct a short film as a way to re-connect with his ex-girlfriend, a struggling actress living in Los Angeles.",The Aspect Ratio,2718,N/A,87,Drama,tt4060516,2014,English                  
"Life is a moment is a love story between two men, one from Pakistan and one from India, who meet in a gay sauna in Oslo. The film is based on the resources individuals bring up when the culture and traditions puts limits of what you can and can not choose in life. The film is about identity, choice, communication and movement - and the love as enormous driving force.",Life is a moment,2718,N/A,87,Drama,tt4355126,2014,English                  
"Andrew lures a woman to a motel room with homicidal intentions. He quickly discovers that she may be more dangerous than he could ever imagine. What follows is a deadly game of wits, and a soul bearing confession.",The Anatomy of Monsters,2718,http://ia.media-imdb.com/images/M/MV5BMTgyMzQwOTM0OF5BMl5BanBnXkFtZTgwNTgyNTQwMzE@._V1_SX300.jpg,87,"Drama, Thriller",tt2793432,2014,English                  
"Newly elected, Coalton's first female city council president is eager to reverse decades of recession in Northeastern Pennsylvania. Desperate for decorum in the presence of politicians, prospective investors, a provost, and the Mayor's representative, humor, rage, and bad behavior and prevail, with a profound insight delivered by an unlikely constituent. This film was captured all in one day, running as many as 16 cameras at once each from their own angle. Decisions were therefore deferred to the post-production process, after the cast members were able to return to their other projects, and the set was able to be cleaned out. Time, cost, and logistical efficiencies were profound, and this film is the result of a novel approach.",City Council Parrhesia in the Commons,2718,N/A,87,"Comedy, Drama",tt4198668,2014,English                  
Rule-despising Jamie is tasked with the re-writing of the US Constitution after it is found to have passed its expiration date.,Consti2tion,2718,N/A,87,Comedy,tt4206312,2014,English                  
"James is young, shy and reserved, until one night. Whilst walking home alone through the streets of Portsmouth he suffers a terrible misfortune. From that moment on, he is compelled explore the violent world and life of another man, Shaun. Although James seeks to understand Shaun and his associates, he becomes increasingly aware that he is risking far more than his own safety.",Fratton,2718,http://ia.media-imdb.com/images/M/MV5BMTg2MTIzOTQyOV5BMl5BanBnXkFtZTgwNTAyMzk5MTE@._V1_SX300.jpg,87,Drama,tt2401076,2014,English                  
"Sarah Walsh is a struggling actress who recently moved back home to care for her terminally ill father. To make ends meet she works as a caterer and, as the film opens, is left to tend to the post-funeral gathering for Hank Boyd, a quiet loner who stood accused of a horrific crime and took his own life before standing trial. Sarah knew Hank in high school and, while he was a strange kid, doesn't believe that he could do something so terrible. Her suspicions grow stronger after she meets Hank's brother David, a local cop with a checkered past, his dimwitted partner Ray who's charged with guarding the house, David's mother Beverly who's in the latter stages of dementia and Aubrey, his distant and obviously damaged younger sister. When Sarah overhears David and Ray talking her suspicions turn to alarm as it's implied they were somehow complicit in Hank's death and may have plans for her as well. Meanwhile Beverly has become convinced that Sarah is her long lost daughter while Aubrey pines for the affections of her big brother when she's not trying to ruin him. As the family is exposed and the bodies pile up, Sarah must give the performance of a lifetime if she hopes to survive, and all because... HANK BOYD IS DEAD it's a little funny.",Hank Boyd Is Dead,2718,http://ia.media-imdb.com/images/M/MV5BODM3MzIzMjQwN15BMl5BanBnXkFtZTgwMjQzNDEwMzE@._V1_SX300.jpg,87,"Comedy, Horror, Thriller",tt3813334,2014,English                  
"In this modern day 'Ramen Noodle Western', a mysterious gunslinger and former hired killer returns home to wreak old fashioned bloody vengeance on the mobsters who betrayed him and left him for dead, leaving a trail of carnage and wholesale slaughter in his wake. Boasting a cast of memorable villains and loads of genre hopping action, Bite the Dog is precisely what adrenaline-seeking indie fans are looking for.",Bite the Dog,2718,N/A,87,"Action, Crime",tt4215788,2014,English                  
"Seven men escape from jail and survive by eating one another in the dense Tasmania bush. The retelling of the true, Sarah Island story.",Escape to Entrapment,2718,N/A,87,"Drama, Mystery",tt2971750,2014,English                  
"Three women are trafficked to Britain. All have hope for the future. One struggles, one dies and one turns her life around.",Tariro,2718,N/A,87,Drama,tt3640174,2014,English                  
"Expressway To Your Skull is the story of Ed and Amy, a thrill-seeking couple in their 20's desperately searching for a way to fix their strapped existence. With a stash of drugs, backpacks and half-cocked enthusiasm Ed and Amy hit the road... but as they arrive in the woods their idyllic 3-day trip slowly starts to turn into a nightmare.",Expressway to Your Skull,2718,N/A,87,"Horror, Thriller",tt3103308,2014,English                  
A messed-up community on the verge of total chaos.,B33f,2718,N/A,87,"Crime, Drama, Thriller",tt3263128,2014,English                  
"'TOMMY BENJAMIN' is an original film adaptation of Shakespeare's 'The Two Gentlemen of Verona' Best friends, Proteus and Valentine, leave their country life behind to seek adventure and fun in the big city. Soon they are down and out and about to give up. Suddenly they are discovered by a notorious B movie producer, Duke Klein, who mistakes Valentine for former child actor Tommy Benjamin. Soon they are caught up in the film industry, mistaken identity and deception. Drama, comedy and romance ensues.",Tommy Benjamin,2718,http://ia.media-imdb.com/images/M/MV5BMTY5NjExMTg1NF5BMl5BanBnXkFtZTgwMjYwMTIzMTE@._V1_SX300.jpg,87,"Comedy, Romance",tt3463854,2014,English                  
A neglected adolescent with an aberration for guns goes back to live with his biological mother leading him into a struggle to gain his stranded family's affection in the pursuit of his dream of having a place that he can call home.,Goodbye Guns,2718,http://ia.media-imdb.com/images/M/MV5BODk1NDE5NDE3Ml5BMl5BanBnXkFtZTgwMTE3NjIyMTE@._V1_SX300.jpg,87,"Drama, Family",tt3514104,2014,English                  
"Brooklyn Roses, was shot over a twenty-year period, with the same actors playing the same characters as they age. Family members played by actors in the narrative appear in documentary footage as themselves. After her mother's death, the filmmaker clears out the family house, including her own youthful super-8 films, boxes of old family photos and her mother's paintings. The scripted narrative about the filmmaker's childhood and teenage years in the 1950's and 1960's takes place in the same house and is interwoven with contemporary documentary footage as she sorts through her family drama, the changing role of women and the unfinished nature of film, life and history.",Brooklyn Roses,2718,N/A,87,Drama,tt3804940,2014,English                  
"In 1989, the schizophrenic son of a serial killer is remanded to house arrest after attacking a man, but when his allegedly-slain father reappears to him and threatens to resume killing, he must grapple with the question of what is real and how he will survive.",Where the Devil Dwells,2718,N/A,87,"Horror, Thriller",tt3113386,2014,English                  
"The film tells a story of two roommates; Jason (Adam Weidl) and Greg (Graeme McComb) who are both forced to confront their own demons. Jason is your typical ""bar guy"" who goes out every weekend and tries to pick up women. He never really thinks too much about his own future and never makes any long term goals. Frustrated with his current situation he finds himself at a crossroad, an early mid-life crisis. When confronted by his roommate about his life-style Jason decides to take his destiny into his own hands. Greg, on the other hand comes across as a man who has things figured out, however, as always, that could not be further from the truth. Greg has his own demon that he never faced, a ghost from the past that continues to control his life. As Jason comes to terms with is own identity, Greg is also forced to re-examine his own choices in life.",Living Life or Waiting to Die,2718,http://ia.media-imdb.com/images/M/MV5BMTk2NDU0ODEwMF5BMl5BanBnXkFtZTcwODM5Mjk0OQ@@._V1_SX300.jpg,87,"Comedy, Drama",tt2825872,2014,English                  
"Adam hasn't left his flat in six months for fear of being attacked. Creating conversational videos of his favourite movie star Starlet Maddinson has kept him just about the right side of sane over that time. Just about. When a straightforward encounter causes Adam's worst fears to come true, a malevolent psycho begins a campaign of intimidation and intrusion into Adam's home. As the worlds shrinks around him and the company of Starlet Maddinson's image turns on him, reality blurs with nightmare to tear Adam's private little world apart.",The Twisted Death of a Lonely Madman,2718,N/A,87,"Drama, Thriller",tt2978048,2014,English                  
The Story is set in a News office. There is a group of Antagonist and many Protagonists in the office. Lisa is a frustrated News writer/reporter waiting for her big break. Much to her annoyance all the bigger stories are given to other writers including Dan who has better family connections. Then Lisa's biggest story walks into the office in the form of Jay. He is incredibly introvert and mysterious. He finds it difficult to interact socially and to make friends for good reasons as Jay brings with him a deadly secret! Lisa befriends Jay and they share adventurous assignments together. Dan's jealousy takes over and Jay soon becomes a target of his gang. It is not long before mysterious killings start taking place within the office. Lisa investigates and makes a startling discovery about Jay. Lisa's further investigation leads her into Jay's deadly secret and the connection to his Supernatural truth is revealed. Will Lisa be the next Victim? Who is the real Jay? A victim or a misguided soul?,I Am Cursed,2718,http://ia.media-imdb.com/images/M/MV5BMjE2MjQ1MTIyOV5BMl5BanBnXkFtZTcwMDI5NjY0OQ@@._V1_SX300.jpg,87,"Drama, Mystery, Thriller",tt2314808,2014,English                  
"The story follows Agastya Rathore, an ex-crime lord, who gave up on his life of terror to live a good, normal life with his wife - Maya. Their happiness is short-lived as his past catches up and Maya is abducted by the ones whom he wronged. Agastya is troubled with conflicts and regrets, as a much larger scheme unfolds. And the film begins. The story follows Agastya in two timelines. One has him alone in an empty, seemingly endless dry land; clueless, he is guided by music from his past, things that appear and disappear in ways beyond reason as he is moved closer to the man controlling the strings. The music reminds him of last memories - of Maya, his wife who was abducted by a family that rivaled his when he was a crime-lord. He faces conflict as to save his wife, he may need to become what he once was, what Maya changed into who he now is. Do you really live after you lose something you love or do you just pass the days as your soul remains stuck in time? If to save that something, if you change yourself, are you responsible for the duties you leave, the expectations you dishonor because of that change?",The Merchant of Death,2718,N/A,87,"Crime, Drama, Thriller",tt3858182,2014,English                  
"""Afternoon Is Night"" interweaves the stories of a few unusual tenants living in a low-cost apartment building in downtown Los Angeles. In this glimpse into LA's underbelly, you'll meet construction workers longing for love, a meddling yogi healer and his uncomfortable Malibu clientele, an aging actress concerned for her future, and a post-collegiate pizza boy caught in the middle of four angry working women and a pizza with the wrong toppings.",Afternoon Is Night,2718,http://ia.media-imdb.com/images/M/MV5BODEyNzM4NzQ2M15BMl5BanBnXkFtZTgwNzA4NjcxMjE@._V1_SX300.jpg,87,"Comedy, Drama, Romance",tt3202934,2014,English                  
"In this off-center slapstick comedy about loyalty and friendship, Aaron and Chris are new-found best friends who work at a local haunted hayride. Their friendship is tested when they both develop a crush on the new girl at work, and when it all comes crashing down, they have to find a way to stick together.",Hayride A Haunted Attraction,2718,http://ia.media-imdb.com/images/M/MV5BMjMyMTI2MDk4N15BMl5BanBnXkFtZTgwMzcyODYyMDE@._V1_SX300.jpg,87,Comedy,tt3183646,2014,English                  
"The subtle portrayal of infidelity and internal conflicts are explored in this cinematic first feature by writer/director, Ryan Miller. The film leads us through a visual narrative of consequences and internal struggles faced by the male protagonist as he comes to terms with the reality of his infidelity. The film explores the aftermath of adultery and a side of the male psyche that eludes to more complex underlying issues than the mere act of carnal desires.",Our Winter,2718,N/A,87,"Drama, Romance",tt4016258,2014,English                  
The inadequacies of our legal system as it pertains to the rights of rape victims.,Snakebite Protection,2718,N/A,87,"Crime, Drama, Thriller",tt3226570,2013,English                  
"In the fall of 2012 five college students enter a local state park to film and investigate a documentary. Several mutilated bodies have been discovered in the park. Authorities assume the deceased were victims of an animal attack. Believing there to be something more sinister at work, the five students launched an investigation to discover the truth behind the attacks. They were never seen again",PUL Project Urban Legend,2718,http://ia.media-imdb.com/images/M/MV5BMjEwMDIxNjYzNF5BMl5BanBnXkFtZTgwNjU3NTcyMTE@._V1_SX300.jpg,87,Horror,tt3555126,2014,English                  
A group of friends deal with the breakup of the couple that brought them together.,Did You Hear Jake and Courtney Broke Up,2718,http://ia.media-imdb.com/images/M/MV5BMjEzMzk1MDE1NV5BMl5BanBnXkFtZTgwMjEwNTcyMjE@._V1_SX300.jpg,87,"Comedy, Drama, Romance",tt3777952,2014,English                  
Don Quixote on a motorcycle.,How to Become an Outlaw,2718,N/A,87,"Adventure, Comedy",tt3886532,2014,English                  
"Summer 2012. A purported British intelligence operative alerts local newspaper journalist Megan Spring (Georgina Blackledge) to the precarious state of his failing operation and imminent exit from a life undercover. We quickly become immersed in the blurred world of alias 'Carl Hart' (Al Carretta). He sells passports, he keeps track of all clients involved and masterminds what remains of 'Operation Skyline' with the aid of Jimmy Knight (Redvers G Russell), an Interpol agent and the government acknowledged face on the file. Jimmy has bigger problems. His wife Tara (Emma Shearer-Hackett) has compromised him by tracking his 'other life' and making direct contact with the people who know nothing of his real career. Deadlines pass, Hart signals his operational absence to GCHQ in 2013 but Jimmy stays in the cold, happy to exist in the underworld. Cue 2014. With Jimmy Knight found dead and Hart not in operational contact, concerns rise and the attempt to identify the alias Carl Hart begins. Home Office investigator, Gemma Sinclair (Hannah Blaikie) takes the lead with Megan Spring's reporting. Unbeknown to Spring, she wasn't reporting at all. Used as a pawn by Hart, she simply asked known informants every trigger question that could flag abuse of investigatory powers. With the audience he is looking for, Interpol liaison Ellen Gates (Leah Cooper), the depth of 'Skyline' is explained as the jigsaw of government incompetence is revealed. Confessing his full identity, and citing years of available evidence, Hart's story checks out; even his wife, Lisa (Samantha Ervin), already in a witness protection scheme, is coming in to identify him. At a pass by location, Lisa fails to identify Carl and as the Police check him to be an unknown individual confirmation of his identity collapses. Gemma Sinclair reports back to her superiors and explains any criminal investigation into Skyline is impossible because of the confused line between operatives and informants and the condoned actions of all involved. As a dejected Sinclair arranges relocation for Jimmy's ex-girlfriend, Elisabeth Carter (Rebecca Bell) she comes face to face with the man no agency seems to know...",Automatically Sunshine,2718,http://ia.media-imdb.com/images/M/MV5BMzg5NTQ0NTI4OV5BMl5BanBnXkFtZTgwODExNTQ5MTE@._V1_SX300.jpg,87,"Crime, Drama, Thriller",tt2650564,2014,English                  
"Imagination Thief is a story centered around Jack, a young man who has attained fame as a concert pianist. Jack also has the unusual ability to absorb people's talents. In the film, he discovers more about the mysteries his disapproving father left behind and more about himself. Above all, it is a story of hope, relationships, self-discovery, and decisions.",Imagination Thief,2718,N/A,87,"Drama, Mystery",tt2566948,2013,English                  
"After years of bailing each other out of bad dates by pretending to be married, best friends and longtime roommates Brendan & Melissa receive a court notice that they are now common law married.",Uncommon Law,2718,http://ia.media-imdb.com/images/M/MV5BMTY5OTc5NjYwNl5BMl5BanBnXkFtZTgwMDkwNjM5MTE@._V1_SX300.jpg,87,"Comedy, Romance",tt3342738,2014,English                  
"Imagine a world where coming to church on Sunday was against the law; where owning a Bible could get you arrested; where sharing the gospel with someone who does not know Jesus could get you killed. Imagine a world where friends and family members could one day simply not come home without any explanation. They just disappear. Where people you think you know could turn out to be informants and betray you. Imagine a world where your property, assets, and belongings can be taken from you without recourse simply because you call yourself a Christian; where the police and government turn a blind eye to your suffering. This is the plight of the persecuted church. This is reality for Christians in places like China, Indonesia, Pakistan, Sudan, Nigeria, Cuba, Saudi Arabia, and many other places. This is an attempt to bring into sharp focus the plight of the Christian church.",Whatever the Cost,2718,N/A,87,Drama,tt4579992,2014,English                  
